cnpj_clean,emissor,cidade,uf,rota,rota_tag,cohort,X,Y,neea_t0_2022,neea_t1_2023,neea_t2_2026,neea_first,neea_first_origin,delta_neea,vol_pct_t0_2022,vol_pct_t1_2023,vol_pct_t2_2026,vol_pct_first,vol_pct_first_origin,delta_vol_pct,status_t0_2022,status_t1_2023,status_t2_2026,motivo_t0_2022,motivo_t1_2023,motivo_t2_2026,processo_t0_2022,processo_t1_2023,processo_t2_2026,observable_t0_2022,observable_t1_2023,observable_t2_2026
15043391000107,Cooperativa Agrícola de Produtores de Cana de Campo Novo do Parecis Ltda. - Campo Novo do Parecis - MT,Campo Novo do Parecis,MT,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4584313.44232683,8471992.38803468,48.55,48.55,52.29,48.55,t0_2022,3.740000000000002,93.76,93.76,83.18,93.76,t0_2022,-10.579999999999998,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.216852/2020-17,48610.216852/2020-17,48610.227285/2024-58,True,True,True
15444904000183,ALCOOLVALE S/A - ALCOOL E AÇÚCAR - Aparecida do Taboado -MS,Aparecida do Taboado,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5282458.27441009,7775739.04857417,67.1,66.45,63.74,67.1,t0_2022,-3.3599999999999923,85.28,94.07,99.25,85.28,t0_2022,13.969999999999999,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.222098/2019-11,48610.233080/2022-40,48610.227641/2025-14,True,True,True
15527906000721,Biosev S.A. – USINA Passa Tempo - Rio Brilhante-MS,Rio Brilhante,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4926225.23993506,7619574.82541739,65.3,48.64,48.64,65.3,t0_2022,-16.659999999999997,98.81,86.65,86.65,98.81,t0_2022,-12.159999999999997,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.211665/2019-11,48610.233257/2022-16,48610.233257/2022-16,True,True,True
15527906002937,BIOSEV S.A. - Usina Lagoa da Prata - Lagoa da Prata-MG,Lagoa da Prata,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5882006.09793013,7756939.1207431,64.0,53.08,54.22,64.0,t0_2022,-9.780000000000001,97.38,97.35,83.86,97.38,t0_2022,-13.519999999999996,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.211663/2019-14,48610.233255/2022-19,48610.228176/2024-58,True,True,True
15527906003585,BIOSEV S.A. - Usina Rio Brilhante - Rio Brilhante - MS,Rio Brilhante,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4947527.29422604,7595724.73198237,62.4,50.15,50.15,62.4,t0_2022,-12.25,98.46,92.3,92.3,98.46,t0_2022,-6.159999999999997,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.210077/2019-52,48610.233258/2022-52,48610.233258/2022-52,True,True,True
15527906003666,BIOSEV S.A. - Usina Leme - Leme - SP,Leme,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5695115.90535615,7532924.94260428,60.6,52.9,52.9,60.6,t0_2022,-7.700000000000003,98.59,97.75,97.75,98.59,t0_2022,-0.8400000000000034,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.211657/2019-67,48610.233253/2022-20,48610.233253/2022-20,True,True,True
16617789000164,AGROPÉU – AGRO INDUSTRIAL DE POMPÉU S/A - Pompéu - MG,Pompéu,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5947272.85296162,7845800.93953152,66.1,68.21,68.21,66.1,t0_2022,2.1099999999999994,89.95,88.95,88.95,89.95,t0_2022,-1.0,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.222094/2019-32,48610.205459/2023-41,48610.205459/2023-41,True,True,True
18054379000188,DASA - DESTILARIA DE ÁLCOOL SERRA DOS AIMORÉS S/A - Serra dos Aimorés - MG,Serra dos Aimorés,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,,,,47.68,48.38,47.68,t1_2023,0.7000000000000028,,68.52,68.29,68.52,t1_2023,-0.22999999999998977,,valido,valido,,sem_motivo,sem_motivo,,48610.226248/2021-80,48610.222457/2024-05,False,True,True
19537471000161,USA - Usina Santo Ângelo Ltda. - Pirajuba - MG,Pirajuba,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5568683.13700541,7782902.4380549,58.5,57.9,60.08,58.5,t0_2022,1.5799999999999983,97.66,97.54,91.29,97.66,t0_2022,-6.36999999999999,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.213292/2019-13,48610.205455/2023-62,48610.224866/2024-38,True,True,True
19818301000155,ARAPORÃ BIOENERGIA S/A - ARAPORÃ - MG,ARAPORÃ,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5508229.05438586,7952896.97771936,66.0,59.16,64.18,66.0,t0_2022,-1.8199999999999932,95.49,92.8,89.33,95.49,t0_2022,-6.159999999999997,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218382/2019-92,48610.217999/2022-96,48610.232421/2025-11,True,True,True
21783238000100,Destilaria Rio do Cachimbo Ltda. - João Pinheiro-MG,João Pinheiro,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5861190.51579064,8007523.80949601,57.0,60.91,60.91,57.0,t0_2022,3.9099999999999966,100.0,82.85,82.85,100.0,t0_2022,-17.150000000000006,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.222097/2019-76,48610.216632/2023-36,48610.216632/2023-36,True,True,True
22587687000146,Usina Monte Alegre Ltda. - Monte Belo - MG,Monte Belo,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5803122.45244692,7614729.31010418,70.0,64.41,63.97,70.0,t0_2022,-6.030000000000001,90.77,92.63,91.16,90.77,t0_2022,0.39000000000000057,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.217430/2019-25,48610.218115/2022-11,48610.215181/2025-81,True,True,True
23796998000188,COMPANHIA AGRÍCOLA PONTENOVENSE - Urucânia - MG,Urucânia,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,6176904.75728049,7710078.72683329,,54.37,59.45,54.37,t1_2023,5.080000000000005,,88.54,90.31,88.54,t1_2023,1.769999999999996,,valido,valido,,sem_motivo,sem_motivo,,48610.214858/2022-11,48610.209634/2025-31,False,True,True
23858708000183,Rio Amambai Agroenergia S/A - Naviraí - MS,Naviraí,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4979537.05465003,7440917.38714525,52.51,52.51,53.52,52.51,t0_2022,1.0100000000000051,91.9,91.9,84.63,91.9,t0_2022,-7.27000000000001,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.204358/2021-91,48610.204358/2021-91,48610.216426/2024-15,True,True,True
28144326000101,CANÁPOLIS AÇÚCAR E ETANOL S.A. - Canápolis - MG,Canápolis,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,5498545.32904852,7905364.96998199,,55.91,57.16,55.91,t1_2023,1.25,,89.92,89.74,89.92,t1_2023,-0.18000000000000682,,valido,valido,,sem_motivo,sem_motivo,,48610.205921/2022-29,48610.212752/2025-26,False,True,True
33664228000135,Usina Barralcool S/A - Barra do Bugres - MT,Barra do Bugres,MT,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4654208.22608558,8334876.74500645,51.1,51.1,52.46,51.1,t0_2022,1.3599999999999994,97.61,97.61,92.82,97.61,t0_2022,-4.790000000000006,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.215697/2020-11,48610.215697/2020-11,48610.221680/2023-46,True,True,True
35637796000172,LINS AGROINDUSTRIAL S.A. Lins - SP,Lins,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5460882.37165077,7603690.88753587,65.0,59.61,63.69,65.0,t0_2022,-1.3100000000000023,98.02,97.0,96.65,98.02,t0_2022,-1.3699999999999903,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.213512/2019-09,48610.222657/2022-98,48610.210249/2025-36,True,True,True
37216363000250,ENERGÉTICA SANTA HELENA S/A - EM RECUPERAÇÃO JUDICIAL - Nova Andradina - MS,Nova Andradina,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5059371.56284531,7566399.51702832,54.4,57.42,60.81,54.4,t0_2022,6.410000000000004,94.34,97.55,99.59,94.34,t0_2022,5.25,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219561/2019-47,48610.220714/2022-02,48610.219807/2024-48,True,True,True
38278706000192,UPI São Luis - Pirassununga - SP,Pirassununga,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5691312.69666642,7563611.99846526,65.1,61.74,61.37,65.1,t0_2022,-3.729999999999997,100.0,92.1,95.14,100.0,t0_2022,-4.859999999999999,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.221224/2021-34,48610.209770/2023-69,48610.210245/2025-58,True,True,True
43533819000399,USINA ITAJOBI LTDA. - AÇÚCAR E ÁLCOOL - Marapoama - SP,Marapoama,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5504860.13091127,7647582.4416601,63.04,61.64,61.64,63.04,t0_2022,-1.3999999999999986,64.33,87.28,87.28,64.33,t0_2022,22.950000000000003,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.222968/2019-51,48610.229114/2022-00,48610.229114/2022-00,True,True,True
43545284000104,ALCOESTE BIOENERGIA FERNANDÓPOLIS S/A - Fernandópolis - SP,Fernandópolis,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5382428.10764186,7753536.53539676,60.6,58.89,59.32,60.6,t0_2022,-1.2800000000000011,97.55,96.69,98.61,97.55,t0_2022,1.0600000000000023,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.222961/2019-30,48610.233078/2022-71,48610.221837/2025-03,True,True,True
43619832001760,BRANCO PERES AGRO S/A - Adamantina-SP,Adamantina,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5307925.95063722,7619657.94129087,55.3,55.3,59.61,55.3,t0_2022,4.310000000000002,97.47,97.47,99.0,97.47,t0_2022,1.5300000000000011,valido,cancelado,valido,sem_motivo,expirado,sem_motivo,48610.222643/2019-79,48610.222643/2019-79,48610.231989/2023-44,True,False,True
43932102000581,RENUKA DO BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL - Promissão - SP,Promissão,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5430563.41020967,7600918.58442243,50.6,49.94,49.94,50.6,t0_2022,-0.6600000000000037,87.67,85.29,85.29,87.67,t0_2022,-2.3799999999999955,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.206553/2021-55,48610.220362/2023-68,48610.220362/2023-68,True,True,True
44207249000148,USINA SANTA LÚCIA S.A. - Araras - SP,Araras,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5678798.29682681,7514155.29728828,48.72,48.72,49.36,48.72,t0_2022,0.6400000000000006,85.28,85.28,97.0,85.28,t0_2022,11.719999999999999,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.204999/2021-45,48610.204999/2021-45,48610.215834/2024-41,True,True,True
44209336003583,USJ AÇÚCAR E ÁLCOOL S.A.- Araras - SP,Araras,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5683432.51600593,7504007.27659347,63.0,60.85,62.29,63.0,t0_2022,-0.7100000000000009,95.79,89.34,91.61,95.79,t0_2022,-4.180000000000007,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.220755/2019-95,48610.214855/2022-88,48610.226435/2025-97,True,True,True
44330975000153,Usina Colombo S.A. Açúcar e Alcool - Unidade Ariranha - Ariranha - SP,Ariranha,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5535960.51483213,7644363.40072255,67.8,64.5,67.8,67.8,t0_2022,0.0,95.19,95.97,95.19,95.19,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.214887/2019-88,48610.214850/2022-55,48610.214887/2019-88,True,True,True
44330975002288,USINA COLOMBO S/A. - AÇUCAR E ÁLCOOL - Unidade Palestina - Palestina - SP,Palestina,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5458429.37318275,7758079.54540743,67.3,61.17,67.3,67.3,t0_2022,0.0,98.37,97.54,98.37,98.37,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.214886/2019-33,48610.214851/2022-08,48610.214886/2019-33,True,True,True
44330975002520,Usina Colombo S.A. Açúcar e Álcool – Unidade Santa Albertina - Santa Albertina - SP,Santa Albertina,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5347374.69593228,7779771.82465078,69.2,64.59,69.2,69.2,t0_2022,0.0,95.13,94.45,95.13,95.13,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.214889/2019-77,48610.214852/2022-44,48610.214889/2019-77,True,True,True
44346583000182,Usina Açucareira Guaíra Ltda. - Guaíra - SP,Guaíra,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5603715.23003702,7730571.00786188,53.66,53.66,67.94,53.66,t0_2022,14.280000000000001,99.43,99.43,99.62,99.43,t0_2022,0.18999999999999773,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.204335/2020-03,48610.204335/2020-03,48610.221681/2023-91,True,True,True
44373108000103,COCAL Comércio Indústria Canaã Açúcar e Alcool Ltda. - Unidade Paraguaçu Paulista Paraguaçu Paulista-SP,Paraguaçu Paulista,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5330307.2751111,7509869.51745985,65.0,62.55,67.86,65.0,t0_2022,2.8599999999999994,96.84,97.6,99.0,96.84,t0_2022,2.1599999999999966,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.217081/2019-41,48610.214507/2022-19,48610.231650/2024-29,True,True,True
44373108000600,Cocal Com. Ind. Canaã Açúcar e Álcool Ltda - Unidade Narandiba - Narandiba-SP,Narandiba,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,,,66.2,64.65,67.92,66.2,t0_2022,1.7199999999999989,96.83,98.63,92.94,96.83,t0_2022,-3.8900000000000006,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.217083/2019-31,48610.214508/2022-55,48610.231655/2024-51,True,True,True
44691236000197,DELLA COLETTA BIOENERGIA S/A - Bariri - SP,Bariri,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5545323.30509419,7550248.53242205,59.5,61.07,61.07,59.5,t0_2022,1.5700000000000003,90.16,88.54,88.54,90.16,t0_2022,-1.6199999999999903,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.222641/2019-80,48610.205458/2023-04,48610.205458/2023-04,True,True,True
44836856000177,Agroindustrial Vista Alegre S. A. Em Recuperação Judicial - Itapetininga - SP,Itapetininga,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5603690.47264389,7380267.80742244,53.4,57.82,57.82,53.4,t0_2022,4.420000000000002,93.9,93.26,93.26,93.9,t0_2022,-0.6400000000000006,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.206100/2020-48,4610.220158/2023-47,4610.220158/2023-47,True,True,True
44845915000173,Destilaria Generalco S/A – em recuperação judicial​ - General Salgado - SP,General Salgado,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,5376664.43655424,7719933.84368087,,57.32,61.91,57.32,t1_2023,4.589999999999996,,95.48,96.47,95.48,t1_2023,0.9899999999999949,,valido,valido,,sem_motivo,sem_motivo,,48610.219687/2022-17,48610.203023/2024-06,False,True,True
44870939000182,Pitangueiras Açúcar e Álcool Ltda. - Pitangueiras - SP,Pitangueiras,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5596166.39886262,7660790.73792399,61.5,59.49,60.44,61.5,t0_2022,-1.0600000000000023,97.0,93.3,95.44,97.0,t0_2022,-1.5600000000000023,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.216169/2019-46,48610.229417/2022-14,48610.224885/2025-45,True,True,True
45281813000135,Usina Santa Fé S.A. - Nova Europa - SP,Nova Europa,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5556939.58752334,7576579.64969499,55.9,56.92,59.47,55.9,t0_2022,3.5700000000000003,98.34,98.11,97.01,98.34,t0_2022,-1.3299999999999983,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.215193/2019-68,48610.224384/2022-16,48610.229546/2024-74,True,True,True
45353547000109,"USINA SANTA RITA S.A. AÇÚCAR E ÁLCOOL, EM RECUPERAÇÃO JUDICIAL - SANTA RITA DO PASSA QUATRO - SP",SANTA RITA DO PASSA QUATRO,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5657705.1296763,7583579.8459617,53.52,53.52,55.38,53.52,t0_2022,1.8599999999999994,62.59,62.59,58.9,62.59,t0_2022,-3.690000000000005,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.203883/2021-99,48610.203883/2021-99,48610.222326/2024-10,True,True,True
45483450000110,CLEALCO AÇÚCAR E ÁLCOOL S/A - EM RECUPERAÇÃO JUDICIAL - Clementina - SP,Clementina,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5369363.39529016,7608602.38041061,55.46,55.46,51.12,55.46,t0_2022,-4.340000000000003,97.7,97.7,79.53,97.7,t0_2022,-18.17,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.214333/2021-03,48610.214333/2021-03,48610.229526/2024-01,True,True,True
45483450002164,Clealco Açúcar e Álcool S/A - em Recuperação Judicial - Queiroz - SP,Queiroz,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5390674.85593007,7582859.67530875,62.36,62.36,53.02,62.36,t0_2022,-9.339999999999996,93.9,93.9,86.89,93.9,t0_2022,-7.010000000000005,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.220138/2020-23,48610.220138/2020-23,48610.236936/2023-10,True,True,True
45765914000181,CENTRAL ENERGÉTICA MORENO AÇÚCAR E ÁLCOOL LTDA EM RECUPERAÇÃO JUDICIAL - Luiz Antônio - SP,Luís Antônio,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5645462.82453837,7610495.04934604,57.9,58.78,58.58,57.9,t0_2022,0.6799999999999997,95.59,94.82,98.0,95.59,t0_2022,2.4099999999999966,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.222644/2019-13,48610.230495/2022-61,48610.224098/2025-01,True,True,True
45902707000121,Diana Bioenergia Avanhandava S/A - Avanhandava-SP,Avanhandava,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5425627.11498278,7626815.59557634,60.0,59.3,60.47,60.0,t0_2022,0.46999999999999886,90.7,94.43,97.04,90.7,t0_2022,6.340000000000003,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.220327/2019-62,48610.230649/2022-15,48610.236913/2023-13,True,True,True
45968162000156,SALTO BOTELHO AGROENERGIA S.A. – Lucélia - SP,Lucélia,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,5314855.65428215,7610939.52175401,,54.25,53.48,54.25,t1_2023,-0.7700000000000031,,76.37,85.75,76.37,t1_2023,9.379999999999995,,valido,valido,,sem_motivo,sem_motivo,,48610.233093/2022-19,48610.233638/2025-30,False,True,True
47063128000168,USINA SÃO DOMINGOS AÇÚCAR E ETANOL S/A - Catanduva - SP,Catanduva,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5517368.203587,7657801.06786345,64.1,64.68,60.65,64.1,t0_2022,-3.4499999999999957,93.94,95.19,95.73,93.94,t0_2022,1.7900000000000063,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.222965/2019-18,48610.222063/2021-04,48610.229240/2024-18,True,True,True
47080619001199,TEREOS AÇÚCAR E ENERGIA BRASIL S.A. - Unidade Cruz Alta - Olímpia - SP,Olímpia,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5509494.07154641,7703220.73996033,60.0,66.74,63.93,60.0,t0_2022,3.9299999999999997,95.24,95.53,92.28,95.24,t0_2022,-2.9599999999999937,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.215259/2019-10,48610.233237/2022-37,48610.209801/2025-43,True,True,True
47080619003051,TEREOS ACUCAR E ENERGIA BRASIL S.A. - Unidade Tanabi - Tanabi - SP,Tanabi,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5465162.19200102,7727366.90580903,64.8,68.01,65.84,64.8,t0_2022,1.0400000000000063,95.0,95.76,96.1,95.0,t0_2022,1.0999999999999943,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.215263/2019-88,48610.233248/2022-17,48610.209805/2025-21,True,True,True
47080619003302,TEREOS AÇÚCAR E ENERGIA BRASIL S.A. - Unidade Mandú - Guaíra - SP,Guaíra,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5583172.62415267,7724294.71940503,61.9,64.84,62.07,61.9,t0_2022,0.1700000000000017,98.44,97.05,96.3,98.44,t0_2022,-2.1400000000000006,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.215260/2019-44,48610.233238/2022-81,48610.209803/2025-32,True,True,True
47080619006158,TEREOS AÇÚCAR E ENERGIA BRASIL S.A. - UNIDADE ANDRADE - Pitangueiras - SP,Pitangueiras,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5593928.21704737,7665735.780493,61.7,65.43,63.22,61.7,t0_2022,1.519999999999996,95.68,95.09,87.74,95.68,t0_2022,-7.940000000000012,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.215253/2019-42,48610.233235/2022-48,48610.209799/2025-11,True,True,True
47080619006239,TEREOS AÇÚCAR E ENERGIA BRASIL S.A. - Unidade São José - Colina - SP,Colina,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5569368.69742976,7704546.1168507,61.2,65.18,65.16,61.2,t0_2022,3.9599999999999937,98.25,97.65,93.73,98.25,t0_2022,-4.519999999999996,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.215261/2019-99,48610.233247/2022-72,48610.209804/2025-87,True,True,True
47254396000167,J PILON SA AÇÚCAR E ÁLCOOL - Cerquilho - SP,Cerquilho,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5636301.19852914,7423905.86840809,49.8,51.0,49.44,49.8,t0_2022,-0.35999999999999943,86.54,90.72,89.78,86.54,t0_2022,3.239999999999995,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219092/2019-66,48610.218112/2022-87,48610.215346/2025-15,True,True,True
47524632000118,USINA SANTA ISABEL S/A - UNIDADE NOVO HORIZONTE - Novo Horizonte - SP,Novo Horizonte,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5496435.62234828,7613043.54136429,67.5,65.93,66.92,67.5,t0_2022,-0.5799999999999983,98.77,95.6,96.11,98.77,t0_2022,-2.6599999999999966,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219060/2019-61,48610.219832/2021-89,48610.209788/2025-22,True,True,True
47524632000894,USINA SANTA ISABEL S/A - UNIDADE MENDONÇA - Mendonça - SP,Mendonça,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5455702.14108104,7653667.26903664,69.0,67.52,67.21,69.0,t0_2022,-1.7900000000000063,96.89,96.93,95.71,96.89,t0_2022,-1.1800000000000068,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219063/2019-02,48610.219836/2021-67,48610.209786/2025-33,True,True,True
47902283000120,Sonora Estância S.A - Sonora - MS,Sonora,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4919768.99292888,8054550.5566479,64.7,70.94,69.53,64.7,t0_2022,4.829999999999998,98.96,100.0,99.68,98.96,t0_2022,0.7200000000000131,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.217370/2019-41,48610.206099/2022-13,48610.209628/2025-83,True,True,True
48295562001108,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL - Presidente Prudente - SP,Presidente Prudente,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5283264.01821824,7578474.155203,59.0,61.33,62.48,59.0,t0_2022,3.479999999999997,90.68,61.64,90.73,90.68,t0_2022,0.04999999999999716,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.217838/2019-05,48610.217729/2022-85,48610.234161/2023-48,True,True,True
48295562001450,USINA ALTO ALEGRE S/A AÇÚCAR E ÁLCOOL - Colorado - PR,Colorado,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5210409.50388839,7461546.41330971,61.1,65.08,65.08,61.1,t0_2022,3.979999999999997,98.14,95.01,95.01,98.14,t0_2022,-3.1299999999999955,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.217841/2019-11,48610.217731/2022-54,48610.217731/2022-54,True,True,True
48295562001884,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL - Santo Inácio - PR,Santo Inácio,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5225835.15506161,7492389.11037589,65.1,67.28,67.28,65.1,t0_2022,2.180000000000007,97.02,94.35,94.35,97.02,t0_2022,-2.6700000000000017,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.217839/2019-41,48610.217732/2022-07,48610.217732/2022-07,True,True,True
48295562001965,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL - Florestópolis - PR,Florestópolis,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5265765.11720501,7466901.54571138,62.6,66.67,66.67,62.6,t0_2022,4.07,93.6,96.18,96.18,93.6,t0_2022,2.5800000000000125,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.217842/2019-65,48610.217730/2022-18,48610.217730/2022-18,True,True,True
48708267046156,Nardini Agroindustrial Ltda. - Vista Alegre do Alto/SP,Vista Alegre do Alto,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5555394.58545559,7647146.73236478,63.5,64.1,61.91,63.5,t0_2022,-1.5900000000000034,94.23,98.32,97.1,94.23,t0_2022,2.8699999999999903,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.212105/2019-76,48610.219821/2021-07,48610.219606/2025-21,True,True,True
49049638000106,INDÚSTRIA E COMÉRCIO DE BEBIDAS SEIS LAGOAS LTDA. - Brotas - SP,Brotas,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5590165.35110969,7522329.45488203,39.28,47.68,39.28,39.28,t0_2022,0.0,95.61,97.01,95.61,95.61,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.219072/2020-29,48610.210844/2022-29,48610.219072/2020-29,True,True,True
49213747000117,BIOSEV BIOENERGIA S.A. - Usina Vale do Rosário - Morro Agudo-SP,Morro Agudo,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5603690.00942673,7690368.28528379,57.3,52.31,56.63,57.3,t0_2022,-0.6699999999999946,97.63,97.64,96.5,97.63,t0_2022,-1.1299999999999955,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.211660/2019-81,48610.233250/2022-96,48610.221085/2023-19,True,True,True
